company,ticker,fiscal_year,metric,value,unit,source_file,source_section,source_quote,confidence
NVIDIA,NVDA,2023,operating_cash_flow,5641000000,USD,data/filings/NVDA_2023_10K.htm,us-gaap:NetCashProvidedByUsedInOperatingActivities; context=i793edb174e3c4f8499d46ce84a602d1b_D20220131-20230129; fact_id=id3VybDovL2RvY3MudjEvZG9jOjhjZTVjMjViOTM4NDQ1YjFiZWM4MzU3NzdkNmNlY2U5L3NlYzo4Y2U1YzI1YjkzODQ0NWIxYmVjODM1Nzc3ZDZjZWNlOV8xMTUvZnJhZzplZWQ0YjMxMTc2Njk0MTUxOGZiM2IxYmE2MTA4YTcwYy90YWJsZToxZDc5NDY4NTJkOWU0NzBjOTRlNTM5ZjFkZDcyNDkwNi90YWJsZXJhbmdlOjFkNzk0Njg1MmQ5ZTQ3MGM5NGU1MzlmMWRkNzI0OTA2XzE5LTEtMS0xLTY2MjAw_3cf4c924-9c2a-4727-b01d-80382f027bfb,"Net cash provided by operating activities 5,641 9,108 5,822",high
NVIDIA,NVDA,2024,revenue,60922000000,USD,data/filings/NVDA_2024_10K.htm,us-gaap:Revenues; context=c-1; fact_id=f-49,"Revenue $ 60,922 $ 26,974 $ 26,914",high
NVIDIA,NVDA,2024,gross_profit,44301000000,USD,data/filings/NVDA_2024_10K.htm,us-gaap:GrossProfit; context=c-1; fact_id=f-55,"Gross profit 44,301 15,356 17,475",high
NVIDIA,NVDA,2024,operating_income,32972000000,USD,data/filings/NVDA_2024_10K.htm,us-gaap:OperatingIncomeLoss; context=c-1; fact_id=f-70,"Operating income 32,972 4,224 10,041",high
NVIDIA,NVDA,2024,net_income,29760000000,USD,data/filings/NVDA_2024_10K.htm,us-gaap:NetIncomeLoss; context=c-1; fact_id=f-91,"Net income $ 29,760 $ 4,368 $ 9,752",high
NVIDIA,NVDA,2024,total_assets,65728000000,USD,data/filings/NVDA_2024_10K.htm,us-gaap:Assets; context=c-9; fact_id=f-157,"Total assets $ 65,728 $ 41,182",high
NVIDIA,NVDA,2024,total_liabilities,22750000000,USD,data/filings/NVDA_2024_10K.htm,us-gaap:Liabilities; context=c-9; fact_id=f-173,"Total liabilities 22,750 19,081",high
NVIDIA,NVDA,2024,stockholders_equity,42978000000,USD,data/filings/NVDA_2024_10K.htm,us-gaap:StockholdersEquity; context=c-9; fact_id=f-201,"Total shareholders' equity 42,978 22,101",high
NVIDIA,NVDA,2024,operating_cash_flow,28090000000,USD,data/filings/NVDA_2024_10K.htm,us-gaap:NetCashProvidedByUsedInOperatingActivities; context=c-1; fact_id=f-336,"Net cash provided by operating activities 28,090 5,641 9,108",high
NVIDIA,NVDA,2024,capital_expenditures,1069000000,USD,data/filings/NVDA_2024_10K.htm,us-gaap:PaymentsToAcquireProductiveAssets; context=c-1; fact_id=f-348,"Purchases related to property and equipment and intangible assets ( 1,069 ) ( 1,833 ) ( 976 )",high
AMD,AMD,2022,revenue,23601000000,USD,data/filings/AMD_2022_10K.htm,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax; context=i96116e34be7c423cac35e7f5b85fba43_D20211226-20221231; fact_id=id3VybDovL2RvY3MudjEvZG9jOjE3OWYwZDY3NzljMjQ3OTRhNjc2ODE3NTVmZmI5YTA0L3NlYzoxNzlmMGQ2Nzc5YzI0Nzk0YTY3NjgxNzU1ZmZiOWEwNF8xMDYvZnJhZzoyZTYwYjFmOGUwMjA0MjNhOWVlNDI5NzM4ODdmYTBhZC90YWJsZTplNWJiZTQzOGMxZjI0OTllYjBjODI4ZTBiMDdkZmQ4ZC90YWJsZXJhbmdlOmU1YmJlNDM4YzFmMjQ5OWViMGM4MjhlMGIwN2RmZDhkXzMtMS0xLTEtMTA2NzA3_df1970d8-71da-454d-88fd-d793425d8434,"Net revenue $ 23,601 $ 16,434 $ 9,763",high
AMD,AMD,2022,gross_profit,10603000000,USD,data/filings/AMD_2022_10K.htm,us-gaap:GrossProfit; context=i96116e34be7c423cac35e7f5b85fba43_D20211226-20221231; fact_id=id3VybDovL2RvY3MudjEvZG9jOjE3OWYwZDY3NzljMjQ3OTRhNjc2ODE3NTVmZmI5YTA0L3NlYzoxNzlmMGQ2Nzc5YzI0Nzk0YTY3NjgxNzU1ZmZiOWEwNF8xMDYvZnJhZzoyZTYwYjFmOGUwMjA0MjNhOWVlNDI5NzM4ODdmYTBhZC90YWJsZTplNWJiZTQzOGMxZjI0OTllYjBjODI4ZTBiMDdkZmQ4ZC90YWJsZXJhbmdlOmU1YmJlNDM4YzFmMjQ5OWViMGM4MjhlMGIwN2RmZDhkXzUtMS0xLTEtMTA2NzA3_c3fae412-5f1c-46be-9611-71c52da22aa9,"Gross profit 10,603 7,929 4,347",high
AMD,AMD,2022,operating_income,1264000000,USD,data/filings/AMD_2022_10K.htm,us-gaap:OperatingIncomeLoss; context=i96116e34be7c423cac35e7f5b85fba43_D20211226-20221231; fact_id=id3VybDovL2RvY3MudjEvZG9jOjE3OWYwZDY3NzljMjQ3OTRhNjc2ODE3NTVmZmI5YTA0L3NlYzoxNzlmMGQ2Nzc5YzI0Nzk0YTY3NjgxNzU1ZmZiOWEwNF8xMDYvZnJhZzoyZTYwYjFmOGUwMjA0MjNhOWVlNDI5NzM4ODdmYTBhZC90YWJsZTplNWJiZTQzOGMxZjI0OTllYjBjODI4ZTBiMDdkZmQ4ZC90YWJsZXJhbmdlOmU1YmJlNDM4YzFmMjQ5OWViMGM4MjhlMGIwN2RmZDhkXzExLTEtMS0xLTEwNjcwNw_02a09e94-dd0e-440d-bef8-a9e3fbbe6032,"Operating income 1,264 3,648 1,369",high
AMD,AMD,2022,net_income,1320000000,USD,data/filings/AMD_2022_10K.htm,us-gaap:NetIncomeLoss; context=i96116e34be7c423cac35e7f5b85fba43_D20211226-20221231; fact_id=id3VybDovL2RvY3MudjEvZG9jOjE3OWYwZDY3NzljMjQ3OTRhNjc2ODE3NTVmZmI5YTA0L3NlYzoxNzlmMGQ2Nzc5YzI0Nzk0YTY3NjgxNzU1ZmZiOWEwNF8xMDYvZnJhZzoyZTYwYjFmOGUwMjA0MjNhOWVlNDI5NzM4ODdmYTBhZC90YWJsZTplNWJiZTQzOGMxZjI0OTllYjBjODI4ZTBiMDdkZmQ4ZC90YWJsZXJhbmdlOmU1YmJlNDM4YzFmMjQ5OWViMGM4MjhlMGIwN2RmZDhkXzE5LTEtMS0xLTEwNjcwNw_982c69a7-d754-4d78-ba66-7df4453bf86f,"Net income $ 1,320 $ 3,162 $ 2,490",high
AMD,AMD,2022,total_assets,67580000000,USD,data/filings/AMD_2022_10K.htm,us-gaap:Assets; context=i61b8f7b17f4044d4838051368d8cf4a1_I20221231; fact_id=id3VybDovL2RvY3MudjEvZG9jOjE3OWYwZDY3NzljMjQ3OTRhNjc2ODE3NTVmZmI5YTA0L3NlYzoxNzlmMGQ2Nzc5YzI0Nzk0YTY3NjgxNzU1ZmZiOWEwNF8xMTIvZnJhZzo1ZTJiMjUxOTZkZGQ0ZjQzOThmNzRiZTMwOTI3MzcwZC90YWJsZTpjODFiZTM2NWE2NmI0Mjk4YTVmMjNmNDgyYTk4MjY1ZS90YWJsZXJhbmdlOmM4MWJlMzY1YTY2YjQyOThhNWYyM2Y0ODJhOTgyNjVlXzE3LTEtMS0xLTEwNjcwNw_bbd50703-f521-486e-8a63-dd552e6ab7cb,"Total assets $ 67,580 $ 12,419",high
AMD,AMD,2022,stockholders_equity,54750000000,USD,data/filings/AMD_2022_10K.htm,us-gaap:StockholdersEquity; context=i61b8f7b17f4044d4838051368d8cf4a1_I20221231; fact_id=id3VybDovL2RvY3MudjEvZG9jOjE3OWYwZDY3NzljMjQ3OTRhNjc2ODE3NTVmZmI5YTA0L3NlYzoxNzlmMGQ2Nzc5YzI0Nzk0YTY3NjgxNzU1ZmZiOWEwNF8xMTIvZnJhZzo1ZTJiMjUxOTZkZGQ0ZjQzOThmNzRiZTMwOTI3MzcwZC90YWJsZTpjODFiZTM2NWE2NmI0Mjk4YTVmMjNmNDgyYTk4MjY1ZS90YWJsZXJhbmdlOmM4MWJlMzY1YTY2YjQyOThhNWYyM2Y0ODJhOTgyNjVlXzM3LTEtMS0xLTEwNjcwNw_b20124bb-6076-4db8-8984-1f674cd695d9,"Total stockholders’ equity 54,750 7,497",high
AMD,AMD,2022,operating_cash_flow,3565000000,USD,data/filings/AMD_2022_10K.htm,us-gaap:NetCashProvidedByUsedInOperatingActivities; context=i96116e34be7c423cac35e7f5b85fba43_D20211226-20221231; fact_id=id3VybDovL2RvY3MudjEvZG9jOjE3OWYwZDY3NzljMjQ3OTRhNjc2ODE3NTVmZmI5YTA0L3NlYzoxNzlmMGQ2Nzc5YzI0Nzk0YTY3NjgxNzU1ZmZiOWEwNF8xMTgvZnJhZzpmYWFlMThhNWU4NmE0Y2U5OTM5ZjhjZGVmNDIzM2EwNy90YWJsZTowNDAzMjQwYzY0N2U0NWY0YWUxNWMyMTAzOTA2YWFhNC90YWJsZXJhbmdlOjA0MDMyNDBjNjQ3ZTQ1ZjRhZTE1YzIxMDM5MDZhYWE0XzIzLTEtMS0xLTEwNjcwNw_934814f5-01ab-4742-bc5e-21c3899f241a,"Net cash provided by operating activities 3,565 3,521 1,071",high
AMD,AMD,2022,capital_expenditures,450000000,USD,data/filings/AMD_2022_10K.htm,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment; context=i96116e34be7c423cac35e7f5b85fba43_D20211226-20221231; fact_id=id3VybDovL2RvY3MudjEvZG9jOjE3OWYwZDY3NzljMjQ3OTRhNjc2ODE3NTVmZmI5YTA0L3NlYzoxNzlmMGQ2Nzc5YzI0Nzk0YTY3NjgxNzU1ZmZiOWEwNF8xMTgvZnJhZzpmYWFlMThhNWU4NmE0Y2U5OTM5ZjhjZGVmNDIzM2EwNy90YWJsZTowNDAzMjQwYzY0N2U0NWY0YWUxNWMyMTAzOTA2YWFhNC90YWJsZXJhbmdlOjA0MDMyNDBjNjQ3ZTQ1ZjRhZTE1YzIxMDM5MDZhYWE0XzI1LTEtMS0xLTEwNjcwNw_c958d3a0-6e77-4d4a-833b-3b39fe6e3c19,Purchases of property and equipment ( 450 ) ( 301 ) ( 294 ),high
AMD,AMD,2023,revenue,22680000000,USD,data/filings/AMD_2023_10K.htm,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax; context=c-1; fact_id=f-44,"Net revenue $ 22,680 $ 23,601 $ 16,434",high
AMD,AMD,2023,gross_profit,10460000000,USD,data/filings/AMD_2023_10K.htm,us-gaap:GrossProfit; context=c-1; fact_id=f-56,"Gross profit 10,460 10,603 7,929",high
AMD,AMD,2023,operating_income,401000000,USD,data/filings/AMD_2023_10K.htm,us-gaap:OperatingIncomeLoss; context=c-1; fact_id=f-71,"Operating income 401 1,264 3,648",high
AMD,AMD,2023,net_income,854000000,USD,data/filings/AMD_2023_10K.htm,us-gaap:NetIncomeLoss; context=c-1; fact_id=f-89,"Net income $ 854 $ 1,320 $ 3,162",high
AMD,AMD,2023,total_assets,67885000000,USD,data/filings/AMD_2023_10K.htm,us-gaap:Assets; context=c-5; fact_id=f-141,"Total assets $ 67,885 $ 67,580",high
AMD,AMD,2023,stockholders_equity,55892000000,USD,data/filings/AMD_2023_10K.htm,us-gaap:StockholdersEquity; context=c-5; fact_id=f-186,"Total stockholders’ equity 55,892 54,750",high
AMD,AMD,2023,operating_cash_flow,1667000000,USD,data/filings/AMD_2023_10K.htm,us-gaap:NetCashProvidedByUsedInOperatingActivities; context=c-1; fact_id=f-313,"Net cash provided by operating activities 1,667 3,565 3,521",high
AMD,AMD,2023,capital_expenditures,546000000,USD,data/filings/AMD_2023_10K.htm,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment; context=c-1; fact_id=f-316,Purchases of property and equipment ( 546 ) ( 450 ) ( 301 ),high
AMD,AMD,2024,revenue,25785000000,USD,data/filings/AMD_2024_10K.htm,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax; context=c-1; fact_id=f-40,"Net revenue $ 25,785 $ 22,680 $ 23,601",high
AMD,AMD,2024,gross_profit,12725000000,USD,data/filings/AMD_2024_10K.htm,us-gaap:GrossProfit; context=c-1; fact_id=f-52,"Gross profit 12,725 10,460 10,603",high
AMD,AMD,2024,operating_income,1900000000,USD,data/filings/AMD_2024_10K.htm,us-gaap:OperatingIncomeLoss; context=c-1; fact_id=f-70,"Operating income 1,900 401 1,264",high
AMD,AMD,2024,net_income,1641000000,USD,data/filings/AMD_2024_10K.htm,us-gaap:NetIncomeLoss; context=c-1; fact_id=f-88,"Net income $ 1,641 $ 854 $ 1,320",high
AMD,AMD,2024,total_assets,69226000000,USD,data/filings/AMD_2024_10K.htm,us-gaap:Assets; context=c-6; fact_id=f-140,"Total assets $ 69,226 $ 67,885",high
AMD,AMD,2024,stockholders_equity,57568000000,USD,data/filings/AMD_2024_10K.htm,us-gaap:StockholdersEquity; context=c-6; fact_id=f-184,"Total stockholders’ equity 57,568 55,892",high
AMD,AMD,2024,operating_cash_flow,3041000000,USD,data/filings/AMD_2024_10K.htm,us-gaap:NetCashProvidedByUsedInOperatingActivities; context=c-1; fact_id=f-305,"Net cash provided by operating activities 3,041 1,667 3,565",high
AMD,AMD,2024,capital_expenditures,636000000,USD,data/filings/AMD_2024_10K.htm,us-gaap:PaymentsToAcquirePropertyPlantAndEquipment; context=c-1; fact_id=f-308,Purchases of property and equipment ( 636 ) ( 546 ) ( 450 ),high
